Text,Class,ID
I scheduled a ride the afternoon before my flight   The time for pickup arrived and no cab   When I called the company they said they had no record of the booking   I actually talked to the dispatcher a couple of times trying to get good directions to my location   The only good thing I can say is the morning dispatcher did give me 2 numbers for companies closer to my location ,negative,2588470
So good we ate here both days we were in town!  Ingredients were very fresh and the crepes were delicious   Great place for kids as well   A,positive,4500614
Ask for Devin to come out  Guy is awesome  Will give the best price in town & best product  Highly recommend these guys!,positive,364375
Kevin was our waiter and provided excellent service i informed him it was my wifes birthday and he got us a dessert coupled with a candle  It was very thoughtful and meant a lot to my wife!!(5 stars!)As far as the food  it was a delicious! Not too many complaints and The restaurant has a great feel to it App deviled eggs (great) small portion  only 3Entrees (4 of us)Chicken club sandwichPrime rib sandwichFried chickenStreet tacos Every meal was great and the highlight was the prime rib sandwich My only complaint was the size of my chicken breast on my chicken club and the taste of the bleu cheese dressing that came with the side salad I ordered  I love blue cheese dressings and am not picky but it was quite weird (and yes  I know bleu cheese is already weird) haha,positive,3369669
If you want to dine in this place  you better come as early as 5:30 pm even during weekday! I came here for take out at around 630pm  and I was told they would call me to pick it up  so I waited outside because the restaurant was packed and also there were people waiting for tables  well I waited for 20 minutes and finally got my takeout but the waitress did not call me  I had to go in to pick it up  which I thought I should have come earlier to get my order  Anyways  other than the waiting  I would say the foods were great  popcorn chicken was juicy and crispy (if only it wasnt a take out  because it get soften once it sit inside the box for a while) :(  and I have also ordered the fried squid ball that comes in 12 pieces  smart idea of cutting each balls in half to make it look like theres a lot with only 4 99! lol   but I would definitely come back but next time I would consider coming earlier and try get a table  I rated a 4 stars ,positive,3149323
Went to Big Earls BBQ tonight and the brisket was excellent  Great atmosphere  service  and had the bacon wrapped shrimp appetizer which was yummy!! Loved it and will definately go back!!!,positive,6272960
I have been to every selfserve froyo place in the east valley except this one  Well   I finally went due to my usual place having broken machines when I was trying to get my fix  Let me just say that Zoyo has the best flavors and the most original flavors  I got the Raspberry Pomegranate Tart and their Chocolate  I tried flavors such as Watermelon Sorbet  Aloha  and Salted Caramel  All were delicious and I cant wait to go back for more  The pricing is average I think  45/oz and they have all the toppings you might expect  Actually the only topping I wish they had but they didnt was fruity pebbles or fruit loops  Anyway  this is my new favorite froyo spot and even better that it is a little closer to my home  Break away from your usually froyo spot and give them a try  BTW   Dunkin Donuts is right next door     :),positive,2228222
This literally used to be my favorite restaurant  The food is amazing and the atmosphere is great   Janelle is literally the best waitress they have! Until I went there for my birthday and they were extremely rude from the time I made the reservation till time I left ! We had a party of 12   and only 6 of us was on time   and they kept telling us how they cant sit us down until the rest of the party comes ! Then I ALWAYS order the kimchi fries with the kimchi on the side (as you can see in the picture) but for some reason they were making a big deal about it   even making the manager come to the table to explain why they cant simply but the kimichi on the side which I was still paying for ! So instead of bringing the kimichi on the side with they brought my fries completly plain with nothing on it   when it usually comes with bougli and 2 different types of sauces !,negative,5365429
Horrible experience   We went to dinner on March 4 with my Family and Special needs son and it started off fine the drinks came out the appetizer came out   BUT when it came time for the meals thats when it started    Everyone was served their food Except my 12 year old son  The waitress went and served my sons burger to another table  then instead of letting us know she just ignored our table  not  till I got up out of my seat and said where is my sons food everyone is over half way done with their meals and hes had nothing  they just said Were sorry it was a mistake   A mistake is fine BUT WHERE THE COMMUNICATION   I just ended up saying just bag my food up so I can leave    Then to top it off ALL THEY DID WAS COMP THE  WRONG MEAL AND CHARGED ME FOR KIDS MEALS ON A NIGHT WHEN THEY WERE SUPPOSED TO BE FREE   and when I called to speak to the Manager the girl kept telling hes busy or hes in a meeting  Over horrible experience  ,negative,1769896
Surrender is pretty tight    the light show they have outside is awesome    the gogo dancers are hot and the dj was great the night i went     only problem was the 16 dollar drinks and 8 dollar waters    welcome to vegas i guesschampagne was free for girls that night   was able to get in without waiting in line by being a guest at the wynn  still had to pay cover tho   ,positive,4660938
Nice atmosphere   smaller dinning room towards the front  huge double bar in the rear   large draft selection  i tried a local pilsner that was perfect temp and tasty   For lunch I opted for a pizza the margarita was a little surprised that it didnt have fresh slices of mozz like Im use to but the crust was super thin chewy but crisp on the edges   my mother in law chose the burger it was nice size and the meat was super fresh  the frites where hand cut and fried to perfection   over enjoyed the food pizza and burger prices where normal   but could see some other items much higher!,positive,3875259
i bought some furniture from Mor  I would not do it again! When you walk in the door  they assign a person to shadow you  and prompt you throughout the time your there  I went in looking for ideas and new furniture  I told the staff I just wanted to browse  I then heard one of the supervisors prompting the salesman to follow me and help me   I dont think this place is conducive for shopping  but probably good if your looking for Espresso colored fake wood mixed with micro fiber material  It all look the same  ,negative,6588958
I was unhappy due to having to wait 55 minutes for my one meal (steamed veggies combo with chicken  shrimp and scallops!  Then I get two pieces of shrimp  three small slices of chicken a few tiny scallops!!  For $12 00 that is a rip off  a joke and unacceptable!  You going to charge for food with those items in you better put more than sliced veggies!!  I will never come back!,negative,2775796
Went to get some Sushi before heading out to a show  I was very underwhelmed with Shibuya  The server was very nice and spoke to us about the menu but everything he recommended was subpar  For the rolls we ordered they were between 2836 00 and I was just expecting much more  The most expensive one had Australian lobster and it was by far the worst one  very dry  I would skip this and spend your money at Nobu instead ,negative,6281493
We came here on a mission  To find the perfect pizza  Yes its the infamous Quest for perfect pizza UYE  Turnout was great This place serves Neapolitan pizza  Its not your basic pizza  You wont find your basic toppings like pepperoni or chicken BBQ or meat lover   etc They take authenticity very seriously  If I had to describe this chain in one word it would be strict  Pizza comes in one size and one size only  12 inch  Apparently its illegal to serve any other size  They got plenty of strict rules regarding their toppings too  Crust is very thin  resembles naan  Toppings are fresh  Overall tasty pizza  slightly pricy for 12 inch Such cultured  much authentic  very enriched  wow! Surely worth trying out ,neutral,5968835
Thank goodness for yelpers leading me to this hole in the wall  The reviews were right on  It was an authentic Korean joint with traditional rice/meat dishes  No ji gaes or pan chans   Its Korean fast food at its finest  The restaurant is small  but there is seating available  The big added bonus was the free hot sake after 6 pm  I got the spicy squid rice bowl  Couldve been a little less spicy  I enjoyed it overall  The service is great  The options are varied enough  and the prices are good!,positive,4708118
Ever since the new owner took over I could not be happier! The staff is attentive but not to the point you wish they would leave you alone  The food is delicious and fresh  What a great change of review/ opinion of The Blind Pig  I love having a good place to run for a bite to eat or drink!,positive,997438
I just want to say that for the past 2 weeks me and my husband have been dealing with Ali Wahali and he is the most patient sales guy ever  I call him at least 10 times this week  sent numerous emails  and everytime he had the answers to all the questions i asked and was never annoyed  Thank you for such a non pressured experience  I didnt fell rushed at all  all in all a really personable guy The other thing that me and my husband decided we liked about the price was the No haggle  One price  we knew they were being honest and not trying to over charge us  Before purchasing my car i felt like i did enough research  On auto nations web site  the Toyota Camry i wanted  in the specific color was only price differenced by the miles on the vehicle  I can honestly say i love that my car and I had an awesome experience ,positive,2334224
Eh  I called for a design appt and was given the run around  We visited instead and each salesperson gave us a different response to how items would grow  what their roots were like etc  The moment we mentioned we had a landscaper that did our hardscape but werent sure if we wanted to use him for landscaping  they basically wrote us off   Since leaving here weve visited other nurseries with MUCH better pricing and service  My recommendation is browse here and buy elsewhere ,negative,977255
Best Floral design end service  in Scottsdale !!!! will  be my Florist for ever     Highly recommend it   PS:  I am a former Florist  myself from California Zsuzsanna Dobie,positive,504755
CVS auto signs up for ready refills without permission and fills them when specifically told customer will call when ready for refill as they can be expensive  Wants you to create online account then tells you you cannot cancel auto refills they have set up without permission but you must go in person to cancel the auto refill    when medicine is expensive this is terrible to do  When fed up with account you cannot cancel the online account   they want to keep all private information and will not allow canceling online ,negative,623465
Wow  I must be invisible today  I walk in   wait to be seated behind two folks  Two people came behind me with a chilld  They seat  the two folks in front of me  then they seat two folks that came in after me with the child     and leave me standing there   Never again ,negative,6475306
Ive been to this Savers twice now  The first time I came in search for an ugly holiday sweater for work  While there were plenty of ugly sweaters  they werent exactly what I was looking for  Instead  I opted to make my own and purchased two red sweaters (one for me and one for my husband) for under $6  This was a great find and price! I feel like all the clothing is decently priced and they have a good selection  I also like how it is organized by shirt type  which is really helpful! On my most recent trip  I needed a checkered/flannel type shirt for an upcoming event  Again  there were plenty to choose from! I finally found one by Guess for $8  Another great find! I definitely like this Savers over other Goodwills (and the like) Ive been to  It is much bigger (with more items) and seems cleaner  Ill definitely be back ,positive,3027346
I would give this restaurent 2 stars as the main issue is that the food was warm  It appeared that the food was already prepared earlier in the day and sitting on a heated tray  It was a surprise that my food arrived within 2 minutes      not even enough time to finish half a bun from a basket of bread that was provided  I would rate this food comparable to what we call an Italian bakery with a hot table! Serving hot freshly prepared food is what I would expect from an Italian restaurant ,negative,2867037
Living in the SGV  I wasnt really expecting AMAZING pho here in Vegas  let alone even get pho here  But since we all had a crazy night and the weather was cold and rainy  pho seemed like a perfect thing to have at the time  We came here and the place was kinda small  Id say like 3040 ppl could sit in there to eat  We had a part of 12 and the staff there was super friendly  I ended up just getting the basic Pho Dat Biet and even though Ive had it so many times at home it was still good because of the weather  I would say that if I came again and it was rainy weather too and the night before was filled with booze again lol I would definitely come back here  Not too amazing but still good nonetheless ,neutral,3442102
I was in town from Cali  contacted Donna  She was flexible and professional  I requested her to come to my Hotel for Spray Tanning  Donna does an amazing job  thank you so much for your time and services ,positive,2735672
Just received a box of Vato Black Diamonds for my 50th birthday  They arrived in perfect condition and taste better than I remember them  if thats possible; nutty  smooth as silk and beautifully crafted  Thank you Paul Vato!My wife thanks you too for helping her give me the perfect gift!  Best regards  Tony & Andrea,positive,3349371
I had the sausage and mushroom panini and it is one of the best sandwiches I have ever had   Bread is fresh out of their own oven   Everyone is very nice there   I got to practice a little Italian with the owner ,positive,2162681
I went there for dinner for sushi  The tuna is okay   hamachi is also okay with overall quality is average  The teriyaki is below average    ,neutral,2812960
We may not be packed  but our nails are ready!  Thank you Mai for mousetastic Disney nails!,positive,6076846
Love this place! Been going here since they opened  The trainers Ryan and Drew are the most genuinely nice people you will ever meet and they truly care about their members  The workouts can be adjusted to any fitness level and the convenience of no class times and a 30minute workout is perfect for busy people like me  I would highly recommend this gym to anyone ,positive,3515145
Tasty pizza with a good selection of toppings  fun atmosphere  its in a basement   multicolored christmas lights adorn the low  black ceiling   Wine list is limited ,positive,4686861
This food is bomb! And the service is amazing too  The cooks really know everything about the food they serve and even showed me a special menu for the vegetarian and vegan options! The service was speedy and everyone working was extremely friendly! Shout out to Joel and Jacob for giving us top notch quality experience!,positive,5183416
I dont care about the wait time as long as you keep up with those weekend specials! If you expect to be in your car 10 minutes after you arrive  dont come here  But the staff is friendly and the deals can be great  I have had great service except for one bald guy who works there  He treated me as if I was a moron because I am youngish  Didnt have the heart to tell him that I am a biology PhD student and have rented cars many times for research  Worst customer service rep I have encountered in a while  Enterprise  you can find someone better to replace him with  Otherwise  I dig this place!,neutral,2010926
My family has been bringing all of our cars  to Bobs for over 25 years and we all have received nothing but excellent service on all of our cars at a fair price  Bob and his staff are courteous and professional ,positive,3694945
We came for Breakfast  The staff was attentive and very engaging  We ordered the suggested or top meals  Steak and Eggs  in addition to Eggs Benedict  Keeping in mind that we were in Vegas  we felt it to be appropriate to also get some adult beverages! We decided on the Bellini and Mimosa  Both were made to perfection  as was our breakfast  For three people we got 3 meals  and 2 rounds of drinks  Total came to $175 00  so although it was good  make sure you all bring your wallets!Would definitely recommend and go back  Worth every penny ,positive,5961175
What an awful experience  The owner was rude and the service was terrible and overpriced  It was not relaxing at all  A complete waste of money ,negative,6325456
Nice to have this hardware store near by  My dad is older now so its great to be able to ask questions and know your getting good advice ,positive,3894868
Weve been here over a year  Weve truly enjoyed our time here and the staff is fantastic  Weve dealt with Anna  Nathan and Roger  My only reason for 4 stars is during our summer here we were without ac for 3 weeks total in one month  It was a complete mess and was really hard on us financially as we had to stay with family or get a hotel room  Roger even came in on his days off and on a holiday to assist with the terrible situation  Im very nervous for this summer but hoping everything will work properly  We put out almost $800 out of pocket for hotel rooms  Otherwise  weve loved the quiet area  concierge services and all of the staffs friendly and welcoming demeanor ,positive,6183740
Thank you Cheri for my new hair! Its now been several days after my appointment  my hair is easy to style  looks cute and the clincher for me   does not take a lot of hair products to look great for the day  Thanks for squeezing me into the schedule as a last minute appointment  Will certainly come in again!,positive,4708916
When they gave me the prices on the eyeglass lenses  I told them I wanted to go home and think about it  I expected some resistance on their part  but instead they said that it would not be a problem  So I found the sales staff to be very courteous and professional  And the Optometrist  Michelle Wong  was completely delightful  I highly recommend her!!,positive,6360780
Food was mediocre for the price  I had the shrimp avocado salad and it was $15 for a few pieces of shrimp and some sunflower seeds  The service was good though and Im sure if I was a beer drinker I wouldve been in heaven ,neutral,1234591
Stuart photographed my family today and I feel confident writing a review before I see the pictures  Stuart was ontime for our shoot eve trough there may have been some confusion with confirming out appointment  This was our first professional family portrait and we chose Stuart because of his reputation  We have 2 kids and Stuart was great with them  He used some creative poses and humor to get some great shots  I cant wait it see the final products  Thanks Stuart!,positive,4624547
Dd I really miss a review of PublicUs? Well allow me to fix that right here  right now  with a 5* review So I knew about PublicUs for about a year before I finally tried them out  Theyre not exactly in the most convenient location  but the coffee more than makes up for their location  Its simply the best coffee Ive had in Las Vegas  and is a top contender for a top 10 favorite coffee in the world The prices do match the quality  but thats the only downfall I can find  Staff is friendly and more than help me concoct a coffee beverage thats right for me  Lately Ive been getting an Americano with a bit of steamed milk  So good  I dont even need to add sugar Did I mention how nice the staff are here?,positive,819789
First time trying out this place  The customer service is great but the wait is very very long  The food is good but the price is a little pricey  I wanted to try ordering other things but the guy gave me a heads up that it would be 30 minutes wait or more  it was no joke it was a long wait  So if youre really craving for Jefes then go ahead  if youre just hungry in a hurry this is not the place because the wait is long ,neutral,1174880
Im surprised at the negative reviews  Every time I come they are very professional and do an excellent job  Ive been getting fillins and pedicures for over 30 years and Kenny is in my top 10 of nail techs  Top tech in Charlotte  Robin gives fantastic pedicures  You can tell they take pride in their work   They are very busy and I make appointments but do see them accept walkins all the time ,positive,2956702
What a great experience   Having never been to a cinema that served drinks as well as had pre selected seats  it really was a great place for a night out   Buying the tickets online was so easy  the staff were helpful and the lines short   Beers were well priced and my girlfriend said her hot chocolate was delicious   I really recommend this place if you want to watch a new release in comfortable seats  cheaply and easily accessible ,positive,6306404
Gotta love a remodel! Tyber Creek was due for a little love and they did a really great job  Beyond the nicely put together two floors  spacious bars and plenty of seating  Tyber offers a really sweet patio  Whether you care to enjoy a Guinness after work or are itching to play some cornhole  this is a perfect place to do so  Bartenders are friendly and the overall vibe is relaxed and easy  Bonus points for great daily drink specials! As for the eats  the menu also received a fairly nice redo as well! I was particularly fond of the pesto dip to go along with the fresh and toasty pita triangles  While the spicy cheese sticks sounded scrumptious  I kept hoping that my next bite would be spicier  That just gives me more of a reason to come back and try a few more apps!,positive,1404255
I asked for the dressing on the side so my salad wouldnt get soggy however when I got home it was already soggy  Its way too expensive for what you get  I paid extra for meat and they gave me a few tiny pieces of chicken    The salads are already expensive plus if you want some protein you have to pay like $3 00  Its totally not worth it  If you want a good salad I suggest order from a restaurants and pick it up if you want it to go ,negative,1891374
I had a very reliable service from Jason  It met all my expectations  It was very easy to get a bill and pay  Very efficient ,positive,2121973
Tasty food  beautiful warm atmosphere and really really friendly owners! I love the fries and the souvlaki!,positive,4686380
got a country natural  cooked medium  with blue cheese  caramelized onions  jalapeno bacon  aioli sauce  on a sesame seed bun  with half and half skinny fries and sweet potato fries!their onion rings are awesome! but just not enuff of emdont forget ranch and Tabasco sauce!they dont have coke  only pepsi,positive,6579483
Came here based on Yelp recommendation  Its basically a little hole in the wall establishment  Pretty stark ambiance  Paper plates  Nor a huge variety of beverages BUT the food was hot and delicious  Large portions all well seasoned  Im not a fan of gyro meat because I dont like lamb  The owner gave me a sample of her gyro meat and it was really good   I dont live in the area  but I would definitely come here when I am in the area  The service was really good  Very personable ,positive,643317
The restaurant is owned and operated by a family from New Jersey   There were no other customers on the Thursday evening of our visit  no doubt attributable to its location in a commercial section of town  though there were a few takeout orders   We started off with fried mermaids   shrimp  ham and scallions wrapped in rice paper that have been deep fried and served with a sweet and sour sauce   Our shared entrees were spicy eggplant with chicken and pad se ew with shrimp   Each dish was prepared with fresh ingredients  visually appealing and delicious,positive,4982247
Bad service  I am new to the area and am looking for a good bakery to by regularly from  I show up the at 5:58 this evening to buy a cake and some croissants  The door was open and there were two ladies inside  The store was set to close at 6:00  I walk into the store and they tell me their closed and refuse giving me service  I will not be going back  Felt pretty shitty ,negative,439131
For a Monday night it was pretty busy  The waiters and bus boys were prompt and friendly  I was told to get the Chicken Fajitas so I did The salsas that they bring out first were amazing  I loved it! The green salsa was pretty baller  When the fajitas came out I was excited but when I started digging into them I tasted oil and butter  Im not a huge fan of buttery veggies and chicken  My taste buds arent quite up to that  The flower tortillas werent exactly my favorite either  Too cakey  Overall the chips and salsa that were brought out were the best thing for me  The rest  well lets say for a chubby man that never leaves food on his plate there was plenty left when I left  I recommend swinging in for the salsas and if you like buttered down veggies ,neutral,1247509
I was disappointed when I got home to find one item missing that I paid for  I ordered 3 loaded potato grilled but received 2  I got the rest of my order just fine  It just sucks when you spend the last of your cash and dont get what you pay for Order #368569,negative,2714225
My first time here we left because we were unable to find a seat at the bar  This time around however we snagged the last 2 seats at the front bar and had a good time  it became standing room only shortly after  Both bars were open tonight (Saturday)  (unlike when we came on a Sunday before)  The bartenders were attentive  when we first sat down 3 different ones asked if we were ready to order  Each time we said we werent  but none of them offered to make a suggestion of what to order  After we eventually did order as soon as the glasses got low various bar tenders stopped by to offer a refill  Rather attentive for being so busy  A popular spot on the street so Im glad I can finally say Ive been here ,positive,3723755
Very friendly staff! First time visitors and they recommended and helped us get a great cup of coffee! I love them wayyyyy more than Starbucks!!,positive,5820412
Oh goodness  where to start? My great uncle took my family there our first night in Toronto  The first course was soup  which was really good went back for second  The second was    Beijing Kao Ya! Or  known to westerners as Peking Duck  They even brought it out and cut it in front of us  It looks so juicy and definitely did not disappoint  both with the crepesskinonionhoisin sauce  and the accompanying sauteed duck with lettuce wrap  I dont remember much of the other dishes  other that they were good  There was another one mushroom and bokchoy soooo good! I kept going back and back and was really sad that it was gone  Overall  very splendid  You should go with a larger group in order to  well  order more dishes ,positive,3992726
I used to go here years ago  My son recently got into sushi so we went for the first time in a long time  I used to get the tokyo chicken salad  They have renamed it  It is now called the tokyo chicken slaw  Still yummy  And very reasonably priced ,positive,2666261
Its been about a little over 3 years since ive been here  so i will only base my rating on the experiences i had here then I moved to AZ when I graduated from highschool and made friends with a bunch of other non arizonians and we came here probably 3 times a week for happy hour  I was only 18 and the rest of my crew were of age  I had never had sushi before so this place was a little intimitating at first  but once i started to try it  i enjoyed it very much so  (Now that im more of a sushi expert  i can say their sushi wasnt great  but good for beginners ) I can still say (at least 3 years ago) that they have the best calamari ive ever had  This place  at the time  had a great atmosphere and saki bombs were okay to do here    It may have just been the company i was with  but i greatly enjoyed coming to this place and sneaking saki bombs and shots :)next time i go back to AZ to visit  this place is a must,positive,3286058
Love this place    So many great choices to choose from   I love both their tapsilog and their adobo omelets   (Watch out for the bay leaves  though  if you order the adobo omelet )  This place is open late and is a great place to stop by after the clubs ,positive,3534362
Overpriced food for the quality and amount that you receive compared to other bbq places in the valley  Plus there is no competition in the west valley for bbq so it seems like they dont need to put very much effort in service and food ,negative,4163530
Dont like to be the person to go against popular opinion but this place is only ok  Theres no real atmosphere there  The food is decent and Ive had the brunch a few times  I think Id like it a lot more if the drinks werent so expensive ,negative,923821
This is a great place for dessert! Its fluffy  flavorful and the prices for the sizes that they have is extremely reasonable I ordered a small Crunchy Cookie & I absolutely loved it! Ive had other types of Snow Ice desserts but I think this is definitely my new favorite place  The flavors definitely come out exactly how you expect and its not watered down like some of the places Ive been to!The main problem I could see here is the limited seating as well as the busy parking area ,positive,5217329
Best veggie burgers ever!  I swear they must put crack in those things  Im a total addict!  Ill go back a couple times a week for more   and Im not a vegetarian!  Theyre pricey though but totally worth taking out a second mortgage for   Their produce is decently priced   Slightly cheaper than Giant Eagle but not West Side Market pricing either   Its a clean market and very welcoming with a good selection ,positive,557607
We just moved to Hudson  love the food and atmosphere here   Perfect for date nights!,positive,6058106
I swore by these guys after an attempted gouging by Parker & Son  I called the other night after my Pressure Regulator Valve blew due to the freeze we had  When I spoke to the tech he told me they were at a premium and would have to pay extra  I asked so your telling me your gouging me He said flat out Basically Yes  What kind of idiot does such a thing? Told me my bill was going to be $600 plus dollars and had no idea if he could do it and would call me  No thanks  I called Ben Franklin  did it for the normal price of 389 plus the emergency trip charge  he was there in an hour an gone in another hour  Avoid Brazil like the plague   ,negative,2619659
My coworker and I have been traveling to the Scottsdale area for over 6 months now and this is easily one of our favorite places  The food is great and we really enjoy the atmosphere  The Iive music on Wednesdays is some of the best we have seen but we usually spend our Monday nights at The Montauk  There is a bar tender named Shanna that takes care of us and she is outstanding  From food and drink recommendations to high quality service  you cant go wrong on a Monday night with her ,positive,3671544
Went here looking to get a new King Mattress & new exactly what price we wanted & were helped right away! This meant a lot to us since we are younger that normally discourages people from helping us! The older gentleman was so nice  helpful  & professional! We were only in there maybe 25 minutes before we fell in love with the nicest bed & it was so cheap! Thankfully we have a truck & waited another 510 to load it up (I would suggest bringing your own tie downs theres did give out on the way back) & had it that day! Would highly recommend them to anyone for any home decor or appliances!,positive,6238456
i absolutely love this facility   the staff are so kind and loving  i love how the child life specialist talk to the children about what they are about to go through it made this process so much easier!!!!,positive,6588189
While attending CES  I stopped by for happy hour  I stuck with the 1/2 price menu  Tony  the chef  was very cool as was the rest of the wait staff  The sashimi I was served was fantastic  very high quality  The wait staff was extremely genuine and friendly  I think it is a great place to go  especially if you are like me and want to get out of the hotels ,positive,6380206
I was so relieved to find Camelback Moving on Yelp after running into a few dead ends with movers that were recommended by friends  I was nervous as this was the first time I had to hire movers  but it turned out to be a great experience The two movers were fast  efficient  and professional  I felt so bad for them because it was 102 and 80% humidity that day! They were able to move items out of my old house in Mesa to our new place in Gilbert (a 2 story) plus pick up two pieces of furniture at two other houses in less than four hours I deducted one star because there was a glitch in my paperwork (wrong hourly rate) and also due to the piece of stucco near our front door that was damaged during the move  Nothing so big that would prevent me from using them or recommending them again ,positive,2766758
If I ever fly to Europe again  from the US  it wont be through TOronto  It took us almost 1 5 hours from the time we got off  went through at least three screen points  and we never left the terminal   I did apprecialte not going through customs in the US  but this is ridiculous  Never Again ,negative,3103507
Try Nonies Sunday Chicken   This place is a little difficult to find in a strip mall  but definitely worth it ,positive,5734239
It is a great barbecue place due to location!  It is nice to have such a close spot to eat barbecue  I recommend buying their Apple sweet tea!  Its probably the BEST thing they have ,positive,3207396
My review is solely on the room and decor of the hotel  as we did not eat here  We stayed here for my bachelorette party weekend and it was amazingly beautiful! Love the French village inside! Pool has great view of Eiffel Tower! The hotel lobby is gorgeous with giant chandeliers  It was nice having the Eiffel Tower as a beacon of where to head in the wee hours of the morning when we were stumbling home ;) Sure there are even more beautiful and luxurious hotels on the strip  but for the price and the fun we had while at the hotel I thoroughly enjoyed it ,positive,3806288
Very cool setting  Everything on the Sunday brunch buffet was so flavorful without being over the top! And cheap mimosas too,positive,5806180
This place is really  really fun!  There is stuff going on all around you  The service was good even though we had almost 20 people in our group  We had a hot dog  slider and soft pretzel from the happy hour menu (goes until 7 which is nice) and it was all delicious and fresh  I heard the wings were especially good too  We will definitely be coming back ,positive,5504605
Poor service  Dirty  Good donuts Service is very poor here  the staff serves you but not friendly  On one trip through the drive thru we received one wrong donut   After driving home and realizing the donut my child wanted was missing I went back to request the correct one   The cashier said where is your receipt and charged me for another donut like I was going to waste my time and drive back here to scam one free donut! I stopped frequenting this place anyway because it is frequently very dirty  Only reason to give this store any stars is the donuts are very good ,negative,4223731
Excellent food  excellent service! They should however  make their own macaroni salads & potato salads  I will definitely come back They sell amazing cookies!  The Bee Thrasher sandwich was excellent ,positive,1041081
Relaxed business  employees are pretty chill  Tom helped me out and gave me some good information and answers to my questions  Gave me some recommendations about replacing my tires but didnt push it on me  The main waiting room is open  well air conditioned  music overhead wasnt too loud or annoying  Chairs were comfortable enough to sit in for an hour or so ,positive,4333150
For a small fee of $7 per car you can experience the beauty of Red Rock Canyon  Their visitors center was pretty big with an outdoor look out that had lots of facts on the wildlife &  plants in the area  Inside theres a fun little photo booth  gift shop  & taxidermy/statues of wild animals  On to nature:A short drive from the visitors center are a couple of hikes  Lots of rock climbers out there as well! A little further down & theres more hiking  look outs  & also a lovely outdoor picnic area where our group shared a yummy bento box lunch at  Id definitely come back to do more hiking & picnicking  Loved it there!,positive,1250561
The music venue is delightful  if loud   The menu is somewhat limited  but prepared quite well   However  the prices for wine and beer are outrageous (half of glass of wine  $7 50)  We were quite surprised when we received our bill of fare   Moreover  to add to the insulting price  they purchase wine from a local winery  Kokopelli and its pretty bad (particularly acidic)   Benevilla boasts that Birts is here to help those in need platebyplatemethinks its more glassbyglass and that is unfortunately price gouging   For this reason alone  we will not return   And we would suggest they consider becoming a byob place instead of having a continuing connection with Kokopelli ,negative,4932726
I love this place since you can buy a whole lot of food for like $35   And they actually check your togo orders every time so you dont have to wonder why youre missing a sauce or what not I think that its actually great in this sense since I know a couple places that consistently screw up togo orders So to the togo crew?  You guys rock it out for this national chain   Which is saying something since its like giving 4stars to McDonalds  :)  Oh wait    have I done that? hmmmmm    ,positive,2435711
Bakn is pretty darn good! I have been there a few times now  and each time Ive loved what I ordered  The brunch cocktails Ive had have all been good  and fairly strong (yay)  Service has always been very solid as well  When I went with my mom and aunt  who are notorious for always splitting things wherever we go  they actually brought out each half on separate plates which I thought was sweet of them  It may not seem like a big thing  but it was nice and we appreciated it!My one issue is that its kind of expensive for what it is  I think they are going for the upscale brunch vibe  but the prices are even higher than some of my favorite brunch spots downtown  Its definitely good  and if Im in the area I would continue to stop by for brunch!,positive,441078
This is pretty average mexican food  The service was quick and the people working there were nice  The guacamole has no taste  It was the worst Ive ever had  The burrito I got was ok  The portions are big  I dont think Ill be back as there must be better mexican food shops out there that are better ,neutral,5318872
Honestly best hole on the wall place in Las Vegas  Not expensive at all  A little wait since the place is always packed  The Tonkotsu Shoyu Ramen to die for! The broth is rightly season and the pork belly?! Orgasmic! $6 95 fo those noodles? Better than going to Asian Town in LA ,positive,1757297
Br Badalamenti is the best dentist I have met  He is so cheerfull and makes you feel very confortable during your procedures  His staff is so nice and warm and always so happy to help  Darlene and Matt are the best  They really made my whole procedure smooth and painless  Great office and great people ,positive,589097
great hideaway place  First time there  Will be going back ,positive,6579991
I had a Cheat Day wrap from here the other day and it was really good   Nice blend of ingredients  perfect temperature (even though delivery)  and just enough   The whole wheat tortillas are delicious  My friend placed the order online  our meal arrived slightly later than expected  and we received a duplicate entree not ordered  However  the food was really good  which is what matters most right?,positive,2104514
Okay  after barfing all over my shirt following the Yelp event (I drank WAY to much!) I decided that mama needed a new shirt  Im always impressed how service is just all over the place here  Sometimes it friendly and attentive while other times its some punk with his pants below his ass  Why do punk kids where their pants like that? Is it for easy access to their back door? Yuck!Today  good service and great selection! Moma didnt find a shirt tho I can never leave here without getting a few new pairs of CK undies off the clearance table  Yes  I shop clearance and am proud of it!!,positive,4025638
We went in quite late on a quite night  the server seemed distant to our table  my friends really enjoyed the steak  my chipotle chicken was tasty but dry  It took our server forever to bring our drinks  never bothered to come around ask for refills  I had to walk to the bar to order a second drink whilst our server was chatting to a table right next to us!! I will not visit this place again,negative,6142523
NEVER AGAIN   If i could give this company negative stars I would   Horrible customer service and attitude on the phone   They bait and switched me with their prices  saying one thing during online reservations and then making me pay extra at the counter NEVER AGAIN   I will never again book with Fox or any of its affiliates   I hope that extra fee they charged was worth a lifetime of sales from me and my family and friends who wont be using Fox after they hear about it from me I will be informing BBB about this because last time i looked bait and switch was ILLEGAL ,negative,3842903
